customer_id,credit_score,number_of_credit_accounts,total_credit_limit,total_credit_used,number_of_late_payments,bankruptcies
3df26562-ce26-45ee-b880-e3a80dd23666,399,8,40273.21,9081.09,7,2
b69a7262-ab0a-4ae5-baa6-8f291a0e8fa5,771,8,46159.99,10590.55,1,1
6849caa1-4049-4231-b97c-e0b09d90d7ef,304,5,14476.13,12062.0,10,0
098dfb1c-5d43-4b5b-9cd4-0c68df633177,426,9,73706.89,56740.21,2,2
4194dc6f-25c9-4d1a-92a1-2592bbdfd495,782,4,40902.65,6653.82,6,0
4224390a-177e-47aa-9396-e808d008e23a,357,10,98807.63,89126.5,4,0
53190df7-71ba-4df3-81ab-c7ad9549e490,523,1,17479.75,10967.72,1,2
1535f2d4-eede-4e16-93d8-533c8c323d18,434,8,76806.68,37010.09,8,1
4575e39f-1a8c-49ba-82bd-79579a981c1b,444,1,68751.46,13824.45,3,2
e511cad7-19ee-4416-bbe7-a2768740964d,555,8,66117.5,9041.15,9,1
dbd84102-3900-432e-ad48-1ec9051fadfe,616,2,25420.29,15583.34,6,1
f4ac8ad1-bb2c-49aa-ab18-d124cf9878b7,428,1,86737.15,30152.92,5,2
4ee80774-e6b9-43d4-a796-38bf996fa21a,609,6,95428.58,20517.09,4,2
847480ac-2dfe-41ed-bf13-fc1041b66fa2,413,1,68569.28,48169.29,2,0
f375e61c-ada5-476c-878c-014fb3e4a98c,356,3,23096.78,5450.78,7,2
e2487474-d182-40d5-8a9f-1cc2bcee509b,447,7,2598.54,478.54,4,2
1d689a84-d71e-4628-89df-eb3db0f03b86,595,3,76330.52,23943.66,10,2
dd8474c9-3ec8-4918-9c79-84c24fefa062,437,3,17158.29,6173.33,8,0
9646a7d5-01f7-4b3c-9e08-89e5c5b37056,810,2,4016.93,2640.61,1,2
753af28b-7ffe-462e-8d73-8c60a8598297,441,8,5538.43,4771.93,3,1
bc1a1c87-e265-467f-9c30-f5b16e420eab,439,8,72530.9,18640.18,0,2
cab8c985-3ca7-435c-ab08-86361f41d2f5,497,9,53463.72,30701.8,5,0
68016744-1691-4ce9-a0d4-f3729f9c923a,686,3,29664.76,27104.94,7,0
f603f06a-8f1a-45cf-b818-0553f22486ad,630,3,88784.82,72085.04,9,0
1f2d2cff-5fe6-41f6-8628-0d5993192d4a,687,4,14511.3,6376.7,10,0
4d4588d6-7b7c-437e-a67d-03b22f701725,696,7,22228.53,18216.86,8,2
5f7fa65b-40e5-4145-a688-0e884b0dde36,847,2,90569.32,17107.39,3,2
62610b6c-46a4-473d-be2d-e1981c4f50dc,616,2,23546.12,388.29,2,0
e7843f76-9b83-478f-b72f-2d5aa8b29e86,582,1,94625.61,60060.55,10,2
ed211308-a8b3-44e8-ab1d-14320c29f52d,622,4,86670.1,4441.2,3,2
6e161cda-1a65-473d-8fb7-cc9f4b8c39cd,406,10,54168.87,14464.14,6,1
d22e5c8c-081f-4219-b40e-258346bfee0b,627,4,76660.09,34825.22,7,2
741d08e3-690c-49ab-8fb2-abfc1b4c9e53,306,5,16749.71,3978.5,9,2
5f0f4ba5-1a96-4caf-a178-8920f634ee7a,379,10,64406.84,36738.6,1,2
68390cca-d1f4-4aa4-8880-66f6c5ce9e86,576,6,50887.46,32581.16,8,0
88251e77-e399-43ab-be60-6f3209a90914,440,8,17319.22,11990.9,10,2
64773df2-8dda-43d5-9cc8-1484d6233f41,583,10,81484.05,32863.97,7,0
33416b3e-0cd6-4245-bcf6-e4914caec7bd,405,4,92213.69,63607.08,6,1
7fef7d91-e9f3-4905-b410-d90ed79d5308,590,9,46125.35,5625.68,2,2
c6622765-ff46-48a7-97f9-b106635a6d5d,439,2,67547.66,40901.91,6,1
1e4204d2-d261-4b75-9387-c22691ac05c9,431,9,21267.88,7115.31,5,1
cf646c16-c865-45c2-abdc-a08ad8495e3f,585,9,56501.26,23374.33,1,2
c24b8599-96c0-4db3-b2d6-a02bfcaa2392,366,4,93453.71,23425.5,3,2
38ee63cc-bb93-402a-a619-863118ce5a91,469,1,85232.6,16910.87,10,0
bcf2e022-1674-4de3-a5ed-b534a525f999,400,6,14651.16,11697.51,3,2
f387025d-ff31-4458-862e-68d3ac97c0e0,461,6,35378.87,11041.21,4,1
d47c1cb9-232b-4c5b-9e56-9eaf85663d32,609,2,79283.3,30997.52,8,0
0694c23b-f7e8-4238-85a7-75fc736d9c44,674,4,25511.63,14724.36,2,2
d0b51387-649c-4cba-964d-74bb3374852f,627,10,2962.07,963.73,7,2
fbde8ce9-3022-40db-9528-a4d95affdfd5,477,8,69949.5,5225.72,7,0
b3e37647-e435-4ef0-b768-ee36eeb75755,315,1,21307.99,1603.33,0,1
de9f41ff-dbb3-4bde-9116-0a82425da234,340,3,54012.98,2963.13,2,0
b4aacb6f-ca8e-4b14-b7d2-bdda3b8d0a6e,376,6,70012.76,7530.75,7,1
cc49c985-7c20-4cb2-bc16-0aabc0e7e947,406,3,54668.11,21211.65,4,1
2b1ad8cc-4bb4-49e4-a527-3d6a3e03ebd4,632,9,79013.08,12676.85,1,2
d81dd3a5-a3a5-4154-8432-09fb0b8f2457,398,3,39300.41,12460.88,7,2
58328bae-f940-49d4-8188-7bfe5d5039e1,697,8,78755.2,75926.45,9,1
389d0868-14db-4f08-b5ec-5aaefca7216b,778,6,88817.49,44475.84,4,2
a56c5a2d-3372-4cfb-9a41-4ed25af875a8,542,7,26578.79,10315.5,6,2
4c297b8a-9b70-4b53-aca4-8d8bc485a169,483,4,36033.72,7895.43,9,0
dc118f30-da1a-4eca-9fd6-0e0a13c08e11,771,10,7452.03,8.22,2,0
2790aa4e-a48a-4196-b958-3d8410d6f484,647,5,78806.38,69681.14,3,2
a4d4c466-e9b4-407e-a3c6-8f1a6f6fb57e,478,8,51948.47,13783.9,4,1
483c9be8-2d79-491b-a816-f4b32df80675,401,5,68905.42,27012.46,9,0
8aedcbd3-d868-4845-925e-8533b246f889,813,10,9663.61,3710.31,2,1
643ae02d-4155-4701-850c-1d104bcc7d11,587,5,77886.42,46132.63,5,0
2f5cf944-5057-4a92-8932-787d3d3863b4,377,2,5574.5,3684.24,3,0
deea917e-c318-4e86-a77a-9bff8205d260,628,10,29273.87,11384.0,10,1
bdcd5b89-756f-4b70-bcd2-27101686f829,324,5,56511.8,38740.66,0,0
a5fa6c8c-8a6a-428b-b3dc-f56d7616b9b6,683,7,11812.18,10156.64,2,1
91fe9ac3-c2fc-4ef4-a25c-e33b235001bb,695,1,30508.85,27084.59,8,0
42ac43b4-91fa-4de6-aef6-169954f809db,770,4,93546.03,39232.72,7,2
9e8eba5d-4dc0-4b02-834e-620776d9321b,613,8,46500.23,31674.0,9,1
d6072e2e-8e31-4827-bba3-decc8d5cc7dc,373,10,58984.57,13517.62,5,2
4d755010-0bb5-4fba-8cf4-d75772258981,376,6,20528.45,8417.63,7,1
2dc63f57-a693-439f-869f-91c217170f0f,792,6,28927.78,17968.25,0,2
